Date,Elevation (ft AMSL),Temp (oC),DO (mg/L)
9/2/2014,510,11.3,6.98
9/2/2014,490,11.3,6.82
9/8/2014,550,22.8,8.44
9/8/2014,545.7,22.8,8.49
9/8/2014,540.7,22.7,8.47
9/8/2014,535.7,22.7,8.47
9/8/2014,530,22.5,7.94
9/8/2014,510,11.3,7
9/8/2014,490,11.3,6.78
9/15/2014,550,23,8.62
9/15/2014,545.4,22.8,8.59
9/15/2014,540.4,22.5,8.63
9/15/2014,535.4,22.4,8.51
9/15/2014,530,22.1,8.06
9/15/2014,510,11.4,6.63
9/15/2014,490,11.4,6.58
9/22/2014,550,23,8.72
9/22/2014,545.1,22.9,8.67
9/22/2014,540.1,22.9,8.66
9/22/2014,535.1,22.8,8.55
9/22/2014,530,22.3,7.3
9/22/2014,510,11.5,6.75
9/22/2014,490,11.4,6.86
9/29/2014,550,22.1,8.12
9/29/2014,544.8,22.1,8.12
9/29/2014,539.8,22.1,8.11
9/29/2014,534.8,22.1,8.08
9/29/2014,530,22,8.05
9/29/2014,510,11.6,6.84
9/29/2014,490,11.5,6.66
10/6/2014,550,21.4,8.75
10/6/2014,544.5,21.4,8.71
10/6/2014,539.5,21.4,8.7
10/6/2014,534.5,21.4,8.71
10/6/2014,530,21.3,8.72
10/6/2014,510,11.7,6.96
10/6/2014,490,11.6,6.7
10/13/2014,550,20.8,8.77
10/13/2014,544.3,20.8,8.76
10/13/2014,539.3,20.8,8.74
10/13/2014,534.3,20.8,8.72
10/13/2014,530,20.8,8.73
10/13/2014,510,11.7,6.77
10/13/2014,490,11.7,6.59
10/20/2014,550,19.9,9.28
10/20/2014,544,19.9,9.23
10/20/2014,539,19.9,9.16
10/20/2014,534,19.9,9.15
10/20/2014,530,19.9,9.07
10/20/2014,510,11.8,6.77
10/20/2014,490,11.7,6.63
10/27/2014,550,18.7,9.53
10/27/2014,543.8,18.7,9.47
10/27/2014,538.8,18.7,9.41
10/27/2014,533.8,18.7,9.38
10/27/2014,530,18.7,9.37
10/27/2014,510,11.8,6.81
10/27/2014,490,11.8,6.67
10/30/2014,550,18.3,9.72
10/30/2014,543.7,18.3,9.64
10/30/2014,538.7,18.3,9.56
10/30/2014,533.7,18.3,9.53
10/30/2014,530,18.2,9.49
10/30/2014,510,11.8,6.57
10/30/2014,490,11.8,6.48
11/3/2014,550,17.7,9.67
11/3/2014,543.6,17.6,9.58
11/3/2014,538.6,17.5,9.47
11/3/2014,533.6,17.5,9.44
11/3/2014,530,17.5,9.41
11/3/2014,510,11.9,6.65
11/3/2014,490,11.9,6.54
11/10/2014,550,16.8,9.77
11/10/2014,543.5,16.7,9.63
11/10/2014,538.5,16.7,9.6
11/10/2014,533.5,16.7,9.56
11/10/2014,530,16.7,9.55
11/10/2014,510,12,6.44
11/10/2014,490,11.9,6.35
11/17/2014,550,16,9.61
11/17/2014,543.5,16,9.56
11/17/2014,538.5,16,9.47
11/17/2014,533.5,15.9,9.47
11/17/2014,530,15.9,9.46
11/17/2014,510,12,6.63
11/17/2014,490,12,6.43
11/24/2014,550,15,9.28
11/24/2014,543.4,15,9.27
11/24/2014,538.4,15,9.18
11/24/2014,533.4,14.9,9.16
11/24/2014,530,14.9,9.14
11/24/2014,510,12.2,6.7
11/24/2014,490,12.1,6.45
